source_json,company_id,company_name,report_year,source_doc_id,risk_name,category,subcategory,exposure_score,evidence_quotes,evidence_interpretations,reason,mitigants,metric_hints,need_human_review,quality_sufficiency,quality_need_human_review,quality_notes
output/risk_exposure_sw3_430101_25_strict/02_stage2/A000736_2023/A000736_2023_risk_exposure.json,A000736,中交地产,2023,A000736_2023,筹资活动现金流净流出大幅增加,财务流动性,现金流,3,"筹资活动产生的现金流量净额 | -6,856,799,417.53 | -2,589,069,905.98 | 164.84%",筹资活动现金流净额由-25.89亿元恶化至-68.57亿元，净流出同比增加164.84%，表明公司融资环境收紧或偿债压力增大。,筹资活动现金流净流出大幅增加，直接威胁公司现金流安全，风险暴露度高。,持续优化负债结构，降低融资成本，保证公司整体现金流安全 || 开拓创新融资，构建多元化的融资体系,筹资活动产生的现金流量净额增速,False,sufficient,False,提取了四个风险：收入下滑、毛利率下降、筹资现金流恶化、供应商集中度偏高，证据均为原文数据或明确披露。部分风险（如存货减值、政策监管）缺乏明确数据支撑，未纳入。
output/risk_exposure_sw3_430101_25_strict/02_stage2/A000838_2023/A000838_2023_risk_exposure.json,A000838,财信发展,2023,A000838_2023,财务流动性风险,财务流动性,资产负债恶化,3,"总资产（元） | 4,241,713,180.92 | 10,695,055,091.32 | -60.34% || 归属于上市公司股东的净资产（元） | 680,669,522.77 | 967,168,449.90 | -29.62% || 扣除非经常损益前后的净利润孰低者为负值 是 □否",总资产较上年下降60.34%，资产规模大幅缩减。 || 净资产同比下降29.62%，所有者权益严重侵蚀。 || 公司最近一个会计年度扣非前后净利润孰低为负，表明经营亏损。,总资产和净资产大幅下降，且净利润为负，表明公司财务流动性紧张、偿债能力削弱，暴露程度高。,,总资产同比变化 || 净资产同比变化 || 净利润正负,False,sufficient,False,证据均来自年报原文，覆盖主要风险领域，数据详实。
output/risk_exposure_sw3_430101_25_strict/02_stage2/A000897_2023/A000897_2023_risk_exposure.json,A000897,津滨发展,2023,A000897_2023,经营现金流为负且融资困难,财务流动性,现金流压力,3,"报告期内经营活动产生的现金净流量为负主要系报告期内支付税费、支付竞拍土地保证金较多所致 || 筹资活动现金流入同比减少 99.66%，筹资活动现金流出同比减少 24.22%，主要系上年同期借入资金和支付到期债务较本 期较多所致 || 短期借款 |  | 97,891,320.23 | -100.00%",经营活动现金净流量为负，表明公司主营无法产生正向现金流，需依赖外部融资 || 筹资活动现金流入几乎归零，反映公司融资能力大幅减弱，加剧流动性风险 || 短期借款余额降为零，公司偿还到期借款后未获得新融资，进一步印证融资困境,经营现金流为负且筹资活动现金流入减少99.66%，短期借款清零，公司面临严重流动性压力，可能影响持续经营,,经营活动现金净流量为负 || 筹资活动现金流入同比-99.66% || 短期借款余额0,False,sufficient,False,根据年报文本提取了4个主要风险，证据明确，覆盖需求、供应链、流动性和信用担保领域
output/risk_exposure_sw3_430101_25_strict/02_stage2/A000909_2023/A000909_2023_risk_exposure.json,A000909,ST数源,2023,A000909_2023,短期偿债压力与资金流动性风险,财务流动性,现金流紧张,3,"2023年筹资活动产生的现金流量净额为-729,156,001.15元，较上年同期减少，主要系本期支付其他与筹资活动相关的现金增加所致。 || 2023年现金及现金等价物净增加额为-240,943,141.88元，较上年同期大幅减少，主要系筹资活动产生的现金流量净额减少所致。 || 公司将不断优化业务及管理流程，进一步完善资金收支及交易规范相关制度，公司业务切实遵照公司相关制度严格执行，同时持续加强对公司的管理，包括对财务、资金、销售及业务流程的梳理和管控，保障公司资金安全",筹资活动现金流大额净流出7.29亿元，表明公司融资环境收紧或偿还债务压力大，直接影响流动性。 || 现金及现金等价物净减少2.41亿元，反映整体现金储备下降，流动性风险加剧。 || 经营计划中重点提及保障资金安全，间接表明公司面临资金管理压力。,证据显示公司2023年筹资活动现金流净流出7.29亿元，现金净减少2.41亿元，且经营计划中重点提及保障资金安全，表明公司面临显著的短期偿债压力和流动性风险。,公司提出加强资金管理、加快销售回款等改善措施。,筹资活动现金流量净额 || 现金及现金等价物净增加额,False,sufficient,False,通过年报证据抽取了6条风险，包括3条高风险（诉讼合规、财务流动性、客户集中度），1条中风险（市场价格波动），2条低风险（政策、竞争）。每条风险均有明确原文证据支撑，证据充分。
output/risk_exposure_sw3_430101_25_strict/02_stage2/A000926_2023/A000926_2023_risk_exposure.json,A000926,福星股份,2023,A000926_2023,资金周转和偿债风险,财务流动性,偿债能力,3,"公司所处的房地产行业属于资本密集型行业，若未来市场经营环境出现波动或者融资环境发生变化，有可能使公司面临一定的资金周转压力和偿债风险 || 筹资活动产生的现金流量净额较上期减少72.86%，主要系本期偿还债务支付的现金减少所致 || 现金及现金等价物净增加额 | -400,205,998.93 | -1,615,585,766.12 | -75.23%",公司直接披露资金周转和偿债风险，房地产行业负债率高，融资环境变化将直接影响公司流动性。 || 筹资活动现金流大幅减少，表明对外融资能力下降或偿债支出减少，反映偿债压力增大。 || 现金及现金等价物净减少额达4亿元，降幅75.23%，显示公司流动性显著恶化。,公司明确披露资金周转和偿债风险，且筹资现金流和现金净增加额均大幅恶化，流动性压力突出。,公司继续推行稳健的财务政策，保持合理的财务杠杆，拓宽融资渠道，丰富融资品种，优化资本结构,筹资活动现金流量净额同比-72.86% || 现金及现金等价物净增加额同比-75.23%,False,sufficient,False,证据充分覆盖主要风险，引用原文准确，无缺失关键信息
output/risk_exposure_sw3_430101_25_strict/02_stage2/A000961_2023/A000961_2023_risk_exposure.json,A000961,中南建设,2023,A000961_2023,持续经营能力不确定性,财务流动性,持续经营,3,公司最近三个会计年度扣除非经常性损益前后净利润孰低者均为负值，且最近一年审计报告显示公司持续经营能力存在不确定性：是,年报明确提示持续经营能力存在不确定性，说明公司经营面临重大风险，直接影响持续经营假设,审计报告明确揭示持续经营不确定性，且连续三年扣非净利润为负，表明公司存在重大持续经营风险,,连续三年扣非净利润为负 || 审计报告持续经营不确定性,False,sufficient,False,基于年报中的财务数据和风险描述抽取了6条主要风险暴露，证据来自营业收入、现金流、减值、分行业利润、融资变化及风险陈述，证据连续且可审计
output/risk_exposure_sw3_430101_25_strict/02_stage2/A000961_2023/A000961_2023_risk_exposure.json,A000961,中南建设,2023,A000961_2023,经营活动现金流大幅下降,财务流动性,现金流,3,"经营活动产生的现金流量净额（元） | 127,132,640.5 | 6,253,316,303.140 | 6,253,316,303.14 | -97.97%",经营活动现金流从62.53亿元骤降至1.27亿元，下降97.97%，表明公司经营活动创现能力严重恶化，流动性极度紧张,经营活动现金流是公司内生现金来源，下降幅度超过97%直接反映公司资金回笼能力崩溃，构成高流动性风险,进一步持续推动销售，提高回款速度，增加自由现金，继续坚持审慎策略，进一步精细化管理，严格控制费用，与金融机构等各类合作伙伴探讨更灵活的支付安排，控制现金支出，加强各种形式的合作，提升抗风险的能力,经营活动现金流净额同比变化-97.97%,False,sufficient,False,基于年报中的财务数据和风险描述抽取了6条主要风险暴露，证据来自营业收入、现金流、减值、分行业利润、融资变化及风险陈述，证据连续且可审计
output/risk_exposure_sw3_430101_25_strict/02_stage2/A000965_2023/A000965_2023_risk_exposure.json,A000965,天保基建,2023,A000965_2023,经营活动现金流大幅流出,财务流动性,现金净流出,3,"经营活动产生的现金流量净额 | -1,436,090,642.46 | 799,866,184.03 | -282,303,047.64 | -325,824,544.62 || 1、经营活动现金流出同比增加 147.13%，主要是本期支付的土地款增加所致；",经营活动现金流净额各季度均为负或波动巨大，显示流动性压力。 || 现金流流出大幅增加，主要因支付土地款，加剧流动性风险。,大额负现金流直接危及公司短期偿债能力和持续经营。,为满足公司资金需求，保障公司资金链的安全，在做好加大销售回款的同时，一方面充分运用上市公司融资平台，围绕公司战略，着力筹划新资本运作策略；另一方面，加强全面预算管理，合理安排资金的使用，增强资金使用的计划性，提高资金使用效率。,经营活动现金流量净额全年累计约-1.24亿元（根据季度数据计算） || 经营活动现金流出同比增加147.13%,False,sufficient,False,证据包括明确的风险描述、财务数据表格和子公司经营细节，支撑了9条风险暴露的提取。
output/risk_exposure_sw3_430101_25_strict/02_stage2/A000002_2023/A000002_2023_risk_exposure.json,A000002,万科Ａ,2023,A000002_2023,销售与结算规模下滑,需求周期,住宅销售,3,"2023年本集团实现合同销售面积2,466.0万平方米，合同销售金额3,761.2亿元，同比分别下降 6.2% 和 9.8% || 房地产开发业务实现结算面积 2,961.5 万平方米，同比下降 12.9% ，实现结算收入 4,016.1 亿元，同比下降 9.6% || 截至报告期末，本集团合并报表范围内有 2,338.6 万平方米已售资源未竣工结算，较上年末下降30.4% ，合同金额合计约 3,604.4 亿元，较上年末下降 32.0%",合同销售面积和金额均同比下降，表明市场需求减弱，直接减少未来收入来源。 || 结算面积和收入双降，确认当期收入减少，对利润产生直接压力。 || 已售未结资源大幅下降，暗示未来可结转收入储备萎缩，持续影响未来业绩。,销售金额、结算收入、已售未结金额均显著下降，且降幅在9.8%至32%之间，直接冲击主营业务收入和未来业绩预期，属于高暴露。,精细化目标管理，提升去化表现；开拓多种销售渠道链接新老客户。,合同销售金额同比变化 || 结算收入同比变化 || 已售未结合同金额同比变化,False,sufficient,False,证据覆盖销售、盈利、负债、汇率等关键风险领域，每项风险均有可审计的量化数据支撑，符合年报披露范围。
output/risk_exposure_sw3_430101_25_strict/02_stage2/A000006_2023/A000006_2023_risk_exposure.json,A000006,深振业Ａ,2023,A000006_2023,房地产市场需求下降,需求周期,收入下降,3,"房地产 | 营业收入 | 元 | 2,810,603,447.85 | 3,699,813,551.41 | -24.03% || 广东省 | 873,248,189.01 | 31.07% | 3,006,917,265.25 | 81.27% | -70.96%","该行显示公司房地产营业收入2023年为2,810,603,447.85元，较上年3,699,813,551.41元下降24.03%，直接证实了需求周期导致的收入下滑。 || 广东省作为公司收入贡献区域之一，2023年收入同比大幅下降70.96%，从约30亿元降至8.73亿元，进一步印证了区域市场需求疲弱。",公司主营业务为房地产，2023年房地产营业收入同比下降24.03%，且广东省收入骤降70.96%，表明市场需求显著萎缩，对收入构成重大影响。,公司将加快项目去化速度，保证公司现金流的安全稳定,房地产营业收入同比变动-24.03% || 广东省收入同比变动-70.96%,False,sufficient,False,证据主要来自财务数据和表格，可支撑上述风险判断。存货减值、现金流恶化、收入下降等证据直接且明确，担保和供应商集中度证据充分。
output/risk_exposure_sw3_430101_25_strict/02_stage2/A000011_2023/A000011_2023_risk_exposure.json,A000011,深物业A,2023,A000011_2023,房地产需求下滑,需求周期,房地产行业周期,3,"房地产 | 1,234,537,188.62 | 818,496,053.38 | 33.70% | -35.49% | 88.84% | -43.65%",房地产业务营业收入同比下降35.49%，营业成本同比上升88.84%，毛利率下降43.65个百分点，表明市场需求显著萎缩且成本失控，对收入和利润构成重大冲击。,房地产收入大幅下降、成本激增、毛利率暴跌，直接反映了需求周期下行风险，且影响金额大，对公司整体业绩影响显著。,,房地产营业收入同比增速: -35.49% || 房地产营业成本同比增速: 88.84% || 房地产毛利率同比变动: -43.65个百分点,False,sufficient,False,证据覆盖主要财务指标、集中度、融资、诉讼、汇率等领域，均来自年报原文，足以支撑风险判断。
output/risk_exposure_sw3_430101_25_strict/02_stage2/A000014_2023/A000014_2023_risk_exposure.json,A000014,沙河股份,2023,A000014_2023,业务地区集中风险,需求周期,区域市场依赖,3,"湖南长沙 | 712,207,897. 02 | 51.27% | 741,031,743. 25 | 97.04% | -3.89% || 广东深圳 | 653,487,374. 05 | 47.04% | 9,431,191.31 | 1.24% | 6,829.00%",长沙地区营业收入占公司总营业收入的51.27%，是最主要的收入来源，单一地区依赖度高。 || 深圳地区营业收入占47.04%，与长沙合计超过98%，公司收入几乎完全依赖这两个地区，一旦任一地区市场下行，将对公司业绩产生重大影响。,公司营业收入高度集中于湖南长沙和广东深圳两个地区，占比合计超过98%，地区集中度极高，面临区域房地产市场波动的重大风险。,,湖南长沙收入占比51.27% || 广东深圳收入占比47.04% || 合计98.31%,False,sufficient,False,基于存货、地区、供应商、担保和现金流波动等证据，识别了五项主要风险。
output/risk_exposure_sw3_430101_25_strict/02_stage2/A000029_2023/A000029_2023_risk_exposure.json,A000029,深深房Ａ,2023,A000029_2023,房地产市场需求下行导致去化困难,需求周期,房地产市场需求低迷,3,楼市持续低迷导致公司存量项目去化难度加大，同时公司现存开发用地资源储备不足，新业务拓展尚未有实质成果，企业经营发展承压。 || 受市场、开发周期影响，公司房地产销售量同比下降 43.19%,本条原文直接陈述楼市低迷导致项目去化困难，表明需求端风险对公司收入产生重大影响。 || 定量证据显示房地产销售量同比下降43.19%，直接验证需求下行对收入的冲击。,楼市持续低迷和销售量大幅下降直接导致公司收入减少，现金流承压，且未来土地储备不足进一步制约增长，属于高暴露风险。,公司计划全力加大项目销售力度，着力推进存量去化 || 有针对性地制定土地拓展计划 || 积极探索符合公司发展实际的新路径,房地产销售量同比下降43.19% || 存量项目去化难度,False,sufficient,False,证据来自年报原文，风险识别直接且可量化，供应商集中度和需求下行有明确数据支撑，存货减值也有明确说明。
output/risk_exposure_sw3_430101_25_strict/02_stage2/A000036_2023/A000036_2023_risk_exposure.json,A000036,华联控股,2023,A000036_2023,产品去化压力导致的经营风险,需求周期,产品去化,3,"2.经营风险。与住宅产品相比，公司目前在售主要为研发办公产品，受区域同类产品供过于求影响，存在去化压力大，产品销售不达预期目标风险。 || 华南地区 | 261,465,962.49 | 46.26% | 2,025,718,751.26 | 86.42% | -87.09%",公司明确产品供过于求导致的去化压力，可能使销售不达预期，直接冲击收入。 || 2023年华南地区营业收入同比大幅下降87.09%，印证了区域同类产品供过于求导致的销售压力。,房产销售是公司核心业务，华南地区收入下降87%直接减少收入，且风险因素明确指出了去化压力。,,华南地区营业收入比上年同期增减: -87.09%,False,sufficient,False,风险证据主要来源于年报风险因素分析段落和分季度财务数据，证据充分。
output/risk_exposure_sw3_430101_25_strict/02_stage2/A000042_2023/A000042_2023_risk_exposure.json,A000042,中洲控股,2023,A000042_2023,房地产市场需求下行,需求周期,行业周期,3,2023 年房地产行业仍受重挫，尽管政策已基本筑底，市场在逐步恢复，但当前市场端的转暖以及政策端利好传导到末端的中小型民营企业仍有待时间去验证，且居民收入预期弱、房价下跌预期仍在，该因素依然制约着市场修复的节奏。,年报明确描述2023年房地产行业受重挫，市场转暖传导缓慢，居民收入预期弱、房价下跌预期持续，直接制约市场修复，说明公司面临巨大的需求端风险。,该证据直接说明行业整体下行、需求疲软且预期不佳，公司作为房地产企业销售和收入受严重影响，证据中未提及缓释措施，暴露程度高。,公司采取一城一策、一盘一策营销原则，全力推行全民营销 || 加强政策及市场研判，及时调整经营策略,房地产销售面积、销售金额同比变化 || 营业收入同比变化,False,sufficient,False,"Evidence quotes are directly from the annual report, covering key risk areas with quantifiable data for two high-severity risks and clear descriptions for moderate risks."
output/risk_exposure_sw3_430101_25_strict/02_stage2/A000668_2023/A000668_2023_risk_exposure.json,A000668,荣丰控股,2023,A000668_2023,需求周期风险,需求周期,房地产市场下行,3,"报告期内，公司共实现营业收入 117,206,660.22 元，同比下降 81.65% ；归属于母公司的净利润-49,634,038.33 元，同比下降 $3 0 , 8 5%$ ；截至报告期末，资产总额 1,851,477,014.77 元，同比减少 20.46% ；归属于母公司所有者权益1,101,548,009.82 元，同比减少 $9 , 5 8%$ 。 || 据长春市统计局数据，2023 年长春市房地产开发投资下降 16.7% ，商品房销售额与销售面积分别增长 $4 , 6%$ 与 $5 , 8%$ ，市场仍处于底部调整，边际改善企稳阶段。",营业收入同比巨幅下降81.65%，净利润持续为负且进一步恶化，资产和权益同步萎缩，直接反映市场需求严重不足对公司业绩的冲击。 || 区域市场房地产开发投资下降，销售额和面积虽有微弱增长但整体仍处于底部调整阶段，需求恢复乏力，公司项目所在区域也面临同样需求困境。,营业收入下降81.65%、净利润亏损扩大、区域市场投资下降且销售仅微弱增长，表明公司面临严重需求不足的风险，直接影响收入、现金流和持续经营能力。,公司将采取加速盘活存量资源、提升资产运营效率、引入战略合作等多种措施，快速去化存量房地产项目。 || 积极寻找具备可持续增长能力的优质资产，继续推动公司业务转型。,营业收入同比下降81.65% || 归属于母公司的净利润同比下降30.85% || 资产总额同比减少20.46% || 长春市房地产开发投资下降16.7%,False,sufficient,False,主要风险来自年报正文的风险提示、财务数据表格和客户/供应商集中度披露，数据支撑充分，无需人工审核。
output/risk_exposure_sw3_430101_25_strict/02_stage2/A000736_2023/A000736_2023_risk_exposure.json,A000736,中交地产,2023,A000736_2023,房地产销售收入下滑,需求周期,销售收入,3,"房地产销售 | 32,231,026,229.27 | 28,933,832,107.41 | 10.23% | -15.83% | -12.88% | 减少3.04个百分点",营业收入比上年同期增减为-15.83%，表明房地产销售收入同比下降15.83%，对公司收入产生重大影响。,房地产销售收入同比下降15.83%，收入下滑直接减少公司主要收入来源，风险暴露高。,聚焦核心城市和区域，坚持住宅为主、现金为王的基本理念 || 加速推进存货去化与盘活,房地产销售收入同比变化率,False,sufficient,False,提取了四个风险：收入下滑、毛利率下降、筹资现金流恶化、供应商集中度偏高，证据均为原文数据或明确披露。部分风险（如存货减值、政策监管）缺乏明确数据支撑，未纳入。
output/risk_exposure_sw3_430101_25_strict/02_stage2/A000797_2023/A000797_2023_risk_exposure.json,A000797,中国武夷,2023,A000797_2023,国际业务经营风险,需求周期,国际工程需求,3,"部分所在国因经济下行，财政收入降低、汇率贬值以及负债水平提高等因素导致基础设施投资预算不足，对公司部分项目工程款回收造成了一定的影响。 || 工程承包业务 | 1,232,486,117. 48 | 1,312,450,038.46 | -6.49% | -21.03% | -18.06% | -3.87% || 非洲 | 763,288,858.64 | 882,522,280.70 | -15.62% | -40.38% | -33.44% | -12.05%",表明因所在国经济下行及财政困难，基础设施投资预算不足，直接影响公司工程款回收，构成高暴露风险。 || 工程承包业务营业收入同比下降21.03%，营业成本下降18.06%，毛利率为-6.49%，反映业务规模收缩和亏损，与国际业务经营风险直接相关。 || 非洲地区营业收入同比下降40.38%，毛利率为负，显示该地区业务严重下滑，进一步印证国际业务经营风险。,证据显示国际工程业务所在国经济下行导致基础设施投资预算不足，工程款回收困难，且该业务收入大幅下降、毛利率为负，直接危害收入和现金流，风险暴露程度高。,加强经营性风险分析，优化市场布局 || 大力推进属地化经营 || 完善投标决策程序，加强项目可行性研究 || 强化项目全周期成本过程管控,工程承包业务收入同比下降21.03% || 非洲地区收入同比下降40.38% || 工程承包业务毛利率-6.49%,False,sufficient,False,各风险均有明确年报证据支持，符合要求。
output/risk_exposure_sw3_430101_25_strict/02_stage2/A000809_2023/A000809_2023_risk_exposure.json,A000809,铁岭新城,2023,A000809_2023,收入地域集中度与下降风险,需求周期,收入地域集中与萎缩,3,"分地区 铁岭地区 | 23,785,286.18 | 100.00% | 221,833,683.22 | 100.00% | -89.28%",公司全部收入来自铁岭地区，且该地区收入同比下降89.28%，显示需求急剧萎缩，经营极度依赖单一区域。,收入百分之百集中于一地区且大幅下滑，严重威胁收入和持续经营，暴露程度高。,,铁岭地区营业收入同比下降89.28%,False,sufficient,False,证据均来源于年报原文，风险点清晰，量化数据充分，覆盖政策、财务、合规、供应链、需求、客户履约等领域，共7条风险暴露，未超出12条上限。
output/risk_exposure_sw3_430101_25_strict/02_stage2/A000838_2023/A000838_2023_risk_exposure.json,A000838,财信发展,2023,A000838_2023,房地产行业需求下行,需求周期,行业周期,3,"签约销售面积 | 平方米 | 146,633 | 260,669.00 | -43.75% || 签约销售金额 | 万元 | 75,434 | 174,051.00 | -56.66% || 我国宏观经济面临下行压力，叠加中长期住房需求动能释放减弱，行业持续低迷，2023 年销售持续疲软",签约销售面积同比下降43.75%，说明销售规模大幅萎缩，直接影响收入。 || 签约销售金额同比下降56.66%，降幅超过面积降幅，反映单价或去化困难。 || 公司自身将销售下滑归因于宏观和行业需求走弱，验证需求周期风险。,签约销售面积和金额双双大幅下降，且公司明确归因为行业需求低迷，对营业收入产生直接影响，暴露程度高。,,签约销售面积同比变化 || 签约销售金额同比变化,False,sufficient,False,证据均来自年报原文，覆盖主要风险领域，数据详实。
output/risk_exposure_sw3_430101_25_strict/02_stage2/A000863_2023/A000863_2023_risk_exposure.json,A000863,三湘印象,2023,A000863_2023,房地产销售下滑,需求周期,房地产销售,3,"房地产销售 | 757, 854,422. 15 | 315,020,565.99 | 58.43% | -36.27% | -45.26% | 6.83%","房地产销售收入757,854,422.15元，同比下降36.27%，表明公司核心房地产业务遭遇市场需求下行，收入显著萎缩。",房地产销售收入同比下降36.27%，占营业收入比重最大，直接导致公司整体收入下滑，对经营业绩有重大负面影响。,,房地产销售营业收入同比增速 || 房地产销售毛利率同比变化,False,sufficient,False,从年报中提取了7条风险暴露，使用了金额、比例、同比等可审计信息，证据质量高。
